<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.IBM,1,20200714,143900,119.6500000,119.6500000,119.6200000,119.6400000,500
US1.IBM,1,20200714,144000,119.6400000,119.6600000,119.5800000,119.5800000,500
US1.IBM,1,20200714,144100,119.6500000,119.6600000,119.5900000,119.6200000,400
US1.IBM,1,20200714,144200,119.5900000,119.5900000,119.5200000,119.5500000,300
US1.IBM,1,20200714,144300,119.5600000,119.5600000,119.5600000,119.5600000,100
US1.IBM,1,20200714,144400,119.4400000,119.4500000,119.4400000,119.4500000,400
US1.IBM,1,20200714,144600,119.4600000,119.6000000,119.4600000,119.5700000,500
US1.IBM,1,20200714,144800,119.4600000,119.4600000,119.4100000,119.4200000,600
US1.IBM,1,20200714,144900,119.4000000,119.4000000,119.3900000,119.3900000,600
US1.IBM,1,20200714,145000,119.3400000,119.4100000,119.3400000,119.4100000,600
US1.IBM,1,20200714,145100,119.4100000,119.4200000,119.4100000,119.4200000,200
US1.IBM,1,20200714,145200,119.4400000,119.5400000,119.4400000,119.5200000,400
US1.IBM,1,20200714,145300,119.5700000,119.5900000,119.5700000,119.5900000,200
US1.IBM,1,20200714,145400,119.6200000,119.6200000,119.6200000,119.6200000,100
US1.IBM,1,20200714,145500,119.6400000,119.6400000,119.6400000,119.6400000,100
US1.IBM,1,20200714,145600,119.5900000,119.6100000,119.5600000,119.6000000,500
US1.IBM,1,20200714,145700,119.6000000,119.6500000,119.6000000,119.6400000,800
US1.IBM,1,20200714,145800,119.6800000,119.6800000,119.6400000,119.6400000,400
US1.IBM,1,20200714,145900,119.6800000,119.7500000,119.6800000,119.7100000,700
US1.IBM,1,20200714,150000,119.6900000,119.7100000,119.6900000,119.7100000,400
US1.IBM,1,20200714,150100,119.7100000,119.7400000,119.6800000,119.7400000,1292
US1.IBM,1,20200714,150200,119.7600000,119.7800000,119.7500000,119.7800000,700
US1.IBM,1,20200714,150300,119.7600000,119.7600000,119.6800000,119.7000000,600
US1.IBM,1,20200714,150400,119.7100000,119.7300000,119.5800000,119.5900000,1300
US1.IBM,1,20200714,150500,119.5400000,119.6000000,119.5300000,119.5800000,800
US1.IBM,1,20200714,150600,119.5100000,119.5500000,119.5100000,119.5100000,500
US1.IBM,1,20200714,150800,119.7000000,119.7000000,119.6700000,119.6700000,200
US1.IBM,1,20200714,150900,119.7400000,119.7400000,119.7400000,119.7400000,100
US1.IBM,1,20200714,151000,119.7350000,119.7400000,119.6800000,119.6800000,300
US1.IBM,1,20200714,151100,119.7400000,119.7400000,119.7400000,119.7400000,100
US1.IBM,1,20200714,151200,119.7500000,119.8000000,119.7300000,119.8000000,500
US1.IBM,1,20200714,151300,119.7300000,119.7500000,119.7300000,119.7500000,200
US1.IBM,1,20200714,151400,119.8000000,119.8000000,119.8000000,119.8000000,100
US1.IBM,1,20200714,151500,119.7100000,119.7600000,119.7100000,119.7400000,400
US1.IBM,1,20200714,151600,119.6800000,119.7000000,119.6500000,119.6500000,400
US1.IBM,1,20200714,151700,119.6700000,119.6800000,119.6700000,119.6800000,200
US1.IBM,1,20200714,151800,119.6500000,119.6900000,119.6500000,119.6900000,400
US1.IBM,1,20200714,151900,119.6900000,119.7300000,119.6700000,119.6700000,600
US1.IBM,1,20200714,152000,119.7600000,119.7600000,119.7400000,119.7400000,200
US1.IBM,1,20200714,152100,119.7600000,119.8500000,119.7600000,119.8500000,1500
US1.IBM,1,20200714,152200,119.8200000,120.0000000,119.8200000,119.9600000,1833
US1.IBM,1,20200714,152300,119.9500000,119.9500000,119.8600000,119.9100000,800
US1.IBM,1,20200714,152400,119.8700000,119.9100000,119.8700000,119.9100000,300
US1.IBM,1,20200714,152500,119.9600000,119.9600000,119.9300000,119.9600000,400
US1.IBM,1,20200714,152600,119.9600000,120.0700000,119.9600000,120.0700000,300
US1.IBM,1,20200714,152700,120.0500000,120.0600000,120.0200000,120.0350000,600
US1.IBM,1,20200714,152800,120.0950000,120.1500000,120.0850000,120.1500000,1100
US1.IBM,1,20200714,152900,120.1500000,120.1950000,120.1500000,120.1800000,700
US1.IBM,1,20200714,153000,120.1500000,120.1700000,120.1000000,120.1000000,400
US1.IBM,1,20200714,153100,120.1200000,120.1700000,120.1100000,120.1300000,1000
US1.IBM,1,20200714,153200,120.1500000,120.2600000,120.1500000,120.2600000,1076
US1.IBM,1,20200714,153300,120.2800000,120.2800000,120.1800000,120.1800000,663
US1.IBM,1,20200714,153400,120.1700000,120.2500000,120.1700000,120.2500000,500
US1.IBM,1,20200714,153500,120.2300000,120.2300000,120.2300000,120.2300000,100
US1.IBM,1,20200714,153600,120.2000000,120.2300000,120.2000000,120.2200000,600
US1.IBM,1,20200714,153700,120.2300000,120.2400000,120.2300000,120.2300000,600
US1.IBM,1,20200714,153800,120.2200000,120.2950000,120.2200000,120.2950000,200
US1.IBM,1,20200714,153900,120.3000000,120.3600000,120.3000000,120.3300000,900
US1.IBM,1,20200714,154000,120.3400000,120.3500000,120.3300000,120.3300000,1300
US1.IBM,1,20200714,154100,120.3100000,120.3150000,120.3000000,120.3150000,300
US1.IBM,1,20200714,154200,120.3600000,120.3900000,120.3200000,120.3700000,700
US1.IBM,1,20200714,154300,120.3500000,120.4500000,120.3500000,120.4200000,858
US1.IBM,1,20200714,154400,120.4300000,120.4300000,120.3900000,120.3900000,800
US1.IBM,1,20200714,154500,120.3700000,120.4000000,120.3300000,120.4000000,1094
US1.IBM,1,20200714,154600,120.3800000,120.3900000,120.3400000,120.3600000,1000
US1.IBM,1,20200714,154700,120.3900000,120.4600000,120.3900000,120.4600000,700
US1.IBM,1,20200714,154800,120.4400000,120.5000000,120.4400000,120.5000000,699
US1.IBM,1,20200714,154900,120.5200000,120.5400000,120.5100000,120.5400000,1099
US1.IBM,1,20200714,155000,120.5400000,120.7300000,120.5000000,120.7300000,5000
US1.IBM,1,20200714,155100,120.7000000,120.8200000,120.7000000,120.7300000,2756
US1.IBM,1,20200714,155200,120.7200000,120.8300000,120.7200000,120.8300000,1200
US1.IBM,1,20200714,155300,120.8500000,120.8500000,120.8100000,120.8100000,2027
US1.IBM,1,20200714,155400,120.7800000,120.8400000,120.7500000,120.8400000,2300
US1.IBM,1,20200714,155500,120.8700000,120.8800000,120.8000000,120.8000000,1900
US1.IBM,1,20200714,155600,120.7800000,120.8300000,120.6900000,120.8300000,1571
US1.IBM,1,20200714,155700,120.8300000,120.8400000,120.6500000,120.6800000,4156
US1.IBM,1,20200714,155800,120.6800000,120.7700000,120.6800000,120.7600000,2700
US1.IBM,1,20200714,155900,120.7500000,120.8500000,120.7500000,120.8300000,3412
US1.IBM,1,20200714,160000,120.8100000,120.8100000,120.6200000,120.6200000,7500
US1.IBM,1,20200715,093100,122.2600000,122.8900000,122.2250000,122.8700000,2621
US1.IBM,1,20200715,093200,122.6000000,122.7500000,122.6000000,122.7500000,283
US1.IBM,1,20200715,093300,122.8800000,123.1000000,122.8800000,123.0900000,2838
US1.IBM,1,20200715,093400,123.0900000,123.2000000,123.0900000,123.1500000,1160
US1.IBM,1,20200715,093500,123.1600000,123.3900000,123.1600000,123.3200000,3719
US1.IBM,1,20200715,093600,123.4100000,123.6400000,123.4100000,123.5700000,1446
US1.IBM,1,20200715,093700,123.5900000,123.7600000,123.3400000,123.3900000,1552
US1.IBM,1,20200715,093800,123.2000000,123.2900000,123.2000000,123.2300000,300
US1.IBM,1,20200715,093900,122.9400000,122.9600000,122.8100000,122.8100000,600
US1.IBM,1,20200715,094000,122.8800000,122.9600000,122.8800000,122.9400000,400
US1.IBM,1,20200715,094100,122.9400000,123.2100000,122.9400000,123.1300000,600
US1.IBM,1,20200715,094200,123.1900000,123.3300000,123.1900000,123.3300000,400
US1.IBM,1,20200715,094300,123.2500000,123.2500000,123.2100000,123.2200000,400
US1.IBM,1,20200715,094400,123.2100000,123.3400000,123.2100000,123.2100000,500
US1.IBM,1,20200715,094500,123.2200000,123.3100000,123.2100000,123.3100000,600
US1.IBM,1,20200715,094600,123.3300000,123.5600000,123.3300000,123.5600000,1200
US1.IBM,1,20200715,094700,123.6600000,123.8600000,123.6600000,123.7400000,2335
US1.IBM,1,20200715,094800,123.7700000,123.7700000,123.7700000,123.7700000,100
US1.IBM,1,20200715,094900,123.7100000,123.7100000,123.7100000,123.7100000,422
US1.IBM,1,20200715,095000,123.5700000,123.6900000,123.5700000,123.6900000,500
US1.IBM,1,20200715,095100,123.6200000,123.6800000,123.6200000,123.6800000,690
US1.IBM,1,20200715,095200,123.6900000,123.8100000,123.6300000,123.8100000,1000
US1.IBM,1,20200715,095300,123.7200000,123.7300000,123.6400000,123.6400000,451
US1.IBM,1,20200715,095400,123.5200000,123.5300000,123.3000000,123.3000000,1400
US1.IBM,1,20200715,095500,123.2500000,123.2500000,123.1700000,123.1900000,600
US1.IBM,1,20200715,095600,123.3800000,123.4500000,123.3000000,123.4500000,2000
US1.IBM,1,20200715,095700,123.4400000,123.4400000,123.4400000,123.4400000,100
US1.IBM,1,20200715,095800,123.5100000,123.5400000,123.5100000,123.5100000,500
US1.IBM,1,20200715,095900,123.4200000,123.4200000,123.4200000,123.4200000,100
US1.IBM,1,20200715,100000,123.3000000,123.3000000,123.3000000,123.3000000,320
US1.IBM,1,20200715,100100,123.0800000,123.1700000,123.0100000,123.1700000,400
US1.IBM,1,20200715,100200,123.1900000,123.2400000,123.1900000,123.2400000,200
US1.IBM,1,20200715,100300,123.3400000,123.4000000,123.3400000,123.3700000,500
US1.IBM,1,20200715,100400,123.3200000,123.3200000,123.1400000,123.1500000,789
US1.IBM,1,20200715,100500,123.1300000,123.1300000,123.1000000,123.1000000,300
US1.IBM,1,20200715,100600,123.1950000,123.1950000,123.1500000,123.1500000,300
US1.IBM,1,20200715,100700,122.9300000,122.9700000,122.9300000,122.9700000,200
US1.IBM,1,20200715,100800,122.9900000,122.9900000,122.9900000,122.9900000,100
US1.IBM,1,20200715,101000,123.1500000,123.1800000,123.0900000,123.0900000,600
US1.IBM,1,20200715,101100,123.0700000,123.0700000,122.9600000,122.9600000,338
US1.IBM,1,20200715,101200,123.0200000,123.0200000,122.7700000,122.8100000,1300
US1.IBM,1,20200715,101300,123.0100000,123.0100000,122.9800000,122.9800000,500
US1.IBM,1,20200715,101400,123.2100000,123.2300000,123.1600000,123.2300000,520
US1.IBM,1,20200715,101500,122.9700000,122.9700000,122.9700000,122.9700000,100
US1.IBM,1,20200715,101600,123.0500000,123.2200000,123.0500000,123.2200000,400
US1.IBM,1,20200715,101700,123.1700000,123.1700000,123.0200000,123.0200000,2100
US1.IBM,1,20200715,101800,123.0500000,123.0500000,123.0500000,123.0500000,200
US1.IBM,1,20200715,101900,123.0500000,123.1500000,123.0500000,123.1500000,1300
US1.IBM,1,20200715,102000,123.1300000,123.1300000,123.1200000,123.1200000,200
US1.IBM,1,20200715,102100,123.1700000,123.1800000,123.1500000,123.1500000,400
US1.IBM,1,20200715,102200,123.1800000,123.1800000,123.0400000,123.0400000,300
US1.IBM,1,20200715,102300,122.9900000,122.9900000,122.9900000,122.9900000,200
US1.IBM,1,20200715,102400,123.0000000,123.0600000,122.9500000,122.9500000,600
US1.IBM,1,20200715,102500,123.0300000,123.0900000,123.0300000,123.0600000,600
US1.IBM,1,20200715,102600,123.0600000,123.0600000,123.0500000,123.0500000,200
US1.IBM,1,20200715,102700,122.9600000,122.9700000,122.9600000,122.9700000,500
US1.IBM,1,20200715,102800,123.0400000,123.1700000,123.0400000,123.1700000,900
US1.IBM,1,20200715,102900,123.2000000,123.2000000,123.1500000,123.1700000,500
US1.IBM,1,20200715,103000,123.1800000,123.3400000,123.1800000,123.3400000,700
US1.IBM,1,20200715,103100,123.3100000,123.3200000,123.3100000,123.3200000,200
US1.IBM,1,20200715,103200,123.3000000,123.4100000,123.3000000,123.4100000,600
US1.IBM,1,20200715,103300,123.4300000,123.4700000,123.4100000,123.4700000,1700
US1.IBM,1,20200715,103400,123.4700000,123.5000000,123.4700000,123.5000000,500
US1.IBM,1,20200715,103500,123.5700000,123.5700000,123.5600000,123.5600000,200
US1.IBM,1,20200715,103600,123.5300000,123.5300000,123.5300000,123.5300000,200
US1.IBM,1,20200715,103700,123.5800000,123.6100000,123.5700000,123.6100000,872
US1.IBM,1,20200715,103800,123.6400000,123.6700000,123.6400000,123.6700000,615
US1.IBM,1,20200715,103900,123.6200000,123.6700000,123.6200000,123.6700000,500
US1.IBM,1,20200715,104000,123.7000000,123.7500000,123.7000000,123.7500000,1148
US1.IBM,1,20200715,104100,123.7500000,123.7800000,123.7500000,123.7800000,500
US1.IBM,1,20200715,104200,123.8100000,123.8100000,123.8100000,123.8100000,100
US1.IBM,1,20200715,104300,123.8100000,123.8100000,123.7400000,123.7400000,1105
US1.IBM,1,20200715,104400,123.7000000,123.7700000,123.7000000,123.7700000,400
US1.IBM,1,20200715,104500,123.8000000,123.8000000,123.7800000,123.7800000,400
US1.IBM,1,20200715,104600,123.7800000,123.7900000,123.6300000,123.7400000,4272
US1.IBM,1,20200715,104700,123.7100000,123.7400000,123.7100000,123.7400000,500
US1.IBM,1,20200715,104800,123.7300000,123.7600000,123.7300000,123.7600000,200
US1.IBM,1,20200715,105000,123.6000000,123.6400000,123.5900000,123.6400000,300
US1.IBM,1,20200715,105100,123.6800000,123.6800000,123.6800000,123.6800000,300
US1.IBM,1,20200715,105200,123.8200000,123.8200000,123.6800000,123.6800000,400
US1.IBM,1,20200715,105300,123.5800000,123.5800000,123.5800000,123.5800000,100
US1.IBM,1,20200715,105400,123.6900000,123.7700000,123.6900000,123.7600000,500
US1.IBM,1,20200715,105500,123.7700000,123.7700000,123.7300000,123.7300000,200
US1.IBM,1,20200715,105600,123.7500000,123.8400000,123.7500000,123.7700000,800
US1.IBM,1,20200715,105700,123.8300000,123.8300000,123.7800000,123.7800000,2887
US1.IBM,1,20200715,105800,123.8000000,123.8500000,123.8000000,123.8500000,300
US1.IBM,1,20200715,105900,123.8700000,123.8800000,123.8400000,123.8450000,795
US1.IBM,1,20200715,110000,123.8500000,123.9050000,123.8500000,123.9050000,300
US1.IBM,1,20200715,110100,123.9200000,123.9600000,123.7700000,123.7700000,863
US1.IBM,1,20200715,110200,123.7100000,123.7100000,123.5400000,123.5700000,1100
US1.IBM,1,20200715,110300,123.5450000,123.6900000,123.5450000,123.6700000,700
US1.IBM,1,20200715,110400,123.6700000,123.6700000,123.6600000,123.6600000,200
US1.IBM,1,20200715,110500,123.6800000,123.7700000,123.6800000,123.7000000,800
US1.IBM,1,20200715,110600,123.6700000,123.7300000,123.5900000,123.5900000,700
US1.IBM,1,20200715,110700,123.5100000,123.5900000,123.5100000,123.5900000,400
US1.IBM,1,20200715,110800,123.5800000,123.6000000,123.4700000,123.4800000,800
US1.IBM,1,20200715,110900,123.5500000,123.5800000,123.4900000,123.5500000,900
US1.IBM,1,20200715,111000,123.5600000,123.5600000,123.5500000,123.5600000,600
US1.IBM,1,20200715,111100,123.5600000,123.6200000,123.5400000,123.5500000,700
US1.IBM,1,20200715,111200,123.4400000,123.4700000,123.4400000,123.4700000,310
US1.IBM,1,20200715,111300,123.5000000,123.5000000,123.5000000,123.5000000,100
US1.IBM,1,20200715,111400,123.4200000,123.4500000,123.4200000,123.4500000,310
US1.IBM,1,20200715,111500,123.4200000,123.5300000,123.4200000,123.5300000,500
US1.IBM,1,20200715,111600,123.4600000,123.4600000,123.4600000,123.4600000,100
US1.IBM,1,20200715,111700,123.3600000,123.4200000,123.3500000,123.3900000,5026
US1.IBM,1,20200715,111800,123.3500000,123.3600000,123.2700000,123.3100000,600
US1.IBM,1,20200715,111900,123.1400000,123.1500000,123.1400000,123.1500000,300
US1.IBM,1,20200715,112000,123.2500000,123.2800000,123.2500000,123.2700000,900
US1.IBM,1,20200715,112100,123.2400000,123.2400000,123.2400000,123.2400000,200
US1.IBM,1,20200715,112200,123.0100000,123.0800000,122.9200000,122.9800000,2200
US1.IBM,1,20200715,112300,122.9300000,123.0500000,122.9300000,122.9900000,800
US1.IBM,1,20200715,112400,122.9100000,123.0000000,122.8700000,123.0000000,700
US1.IBM,1,20200715,112500,122.9900000,122.9900000,122.8500000,122.9100000,700
US1.IBM,1,20200715,112600,122.8200000,122.8500000,122.8200000,122.8500000,400
US1.IBM,1,20200715,112700,122.8400000,123.0100000,122.8400000,123.0000000,900
US1.IBM,1,20200715,112800,123.0500000,123.1900000,123.0500000,123.1900000,700
US1.IBM,1,20200715,112900,123.1600000,123.1600000,123.0600000,123.0600000,1405
US1.IBM,1,20200715,113000,123.0900000,123.1600000,123.0900000,123.1600000,500
US1.IBM,1,20200715,113100,123.1700000,123.1800000,123.1700000,123.1800000,200
US1.IBM,1,20200715,113200,123.1900000,123.2000000,123.1600000,123.2000000,840
US1.IBM,1,20200715,113300,123.1600000,123.2500000,123.1600000,123.2500000,600
US1.IBM,1,20200715,113400,123.2900000,123.3600000,123.2900000,123.3600000,600
US1.IBM,1,20200715,113500,123.1700000,123.1700000,123.1700000,123.1700000,100
US1.IBM,1,20200715,113600,123.1900000,123.1900000,123.1300000,123.1300000,200
US1.IBM,1,20200715,113700,123.1400000,123.1600000,123.1400000,123.1600000,300
US1.IBM,1,20200715,113800,123.2000000,123.2200000,123.2000000,123.2000000,400
US1.IBM,1,20200715,113900,123.1300000,123.1300000,123.0000000,123.0100000,400
US1.IBM,1,20200715,114100,122.8300000,122.8800000,122.8300000,122.8800000,200
US1.IBM,1,20200715,114200,122.8500000,122.8700000,122.8500000,122.8700000,300
US1.IBM,1,20200715,114400,122.9300000,122.9300000,122.7700000,122.7700000,900
US1.IBM,1,20200715,114500,122.7400000,122.7400000,122.7400000,122.7400000,100
US1.IBM,1,20200715,114600,122.8100000,122.9000000,122.8100000,122.9000000,600
US1.IBM,1,20200715,114700,122.8100000,122.8100000,122.7500000,122.7500000,300
US1.IBM,1,20200715,114800,122.7800000,122.7800000,122.7400000,122.7400000,200
US1.IBM,1,20200715,114900,122.6700000,122.6800000,122.5900000,122.6000000,800
US1.IBM,1,20200715,115000,122.6600000,122.6600000,122.6600000,122.6600000,100
US1.IBM,1,20200715,115100,122.6300000,122.6900000,122.5600000,122.6900000,600
US1.IBM,1,20200715,115500,122.7400000,122.7700000,122.7300000,122.7300000,300
US1.IBM,1,20200715,115600,122.7400000,122.7400000,122.7400000,122.7400000,100
US1.IBM,1,20200715,115700,122.6700000,122.7100000,122.6700000,122.7100000,400
US1.IBM,1,20200715,115800,122.7500000,122.7500000,122.6700000,122.6700000,500
US1.IBM,1,20200715,115900,122.6600000,122.6800000,122.6600000,122.6800000,500
US1.IBM,1,20200715,120000,122.6600000,122.7200000,122.5000000,122.5000000,3449
US1.IBM,1,20200715,120100,122.4900000,122.5200000,122.4900000,122.5100000,1000
US1.IBM,1,20200715,120200,122.4800000,122.4800000,122.4100000,122.4500000,800
US1.IBM,1,20200715,120300,122.4900000,122.5000000,122.4600000,122.5000000,400
US1.IBM,1,20200715,120400,122.5200000,122.5400000,122.5200000,122.5300000,600
US1.IBM,1,20200715,120500,122.4800000,122.4900000,122.4500000,122.4500000,900
US1.IBM,1,20200715,120600,122.5100000,122.5700000,122.4700000,122.4700000,1000
US1.IBM,1,20200715,120700,122.4800000,122.5900000,122.4700000,122.5900000,800
US1.IBM,1,20200715,120800,122.5700000,122.5700000,122.5700000,122.5700000,100
US1.IBM,1,20200715,120900,122.5200000,122.5200000,122.4800000,122.4800000,600
US1.IBM,1,20200715,121100,122.5400000,122.5400000,122.3800000,122.3800000,400
US1.IBM,1,20200715,121300,122.4400000,122.4400000,122.3700000,122.3700000,400
US1.IBM,1,20200715,121400,122.3800000,122.4800000,122.3800000,122.4800000,200
US1.IBM,1,20200715,121500,122.5900000,122.5900000,122.5900000,122.5900000,100
US1.IBM,1,20200715,121600,122.6900000,122.6900000,122.6600000,122.6600000,500
US1.IBM,1,20200715,121700,122.6300000,122.7400000,122.6300000,122.7400000,600
US1.IBM,1,20200715,122000,122.7100000,122.7600000,122.7100000,122.7600000,400
US1.IBM,1,20200715,122100,122.7800000,122.8500000,122.7800000,122.8500000,500
US1.IBM,1,20200715,122200,122.7600000,122.7600000,122.7600000,122.7600000,100
US1.IBM,1,20200715,122300,122.7700000,122.7700000,122.7700000,122.7700000,200
US1.IBM,1,20200715,122400,122.7300000,122.7300000,122.7300000,122.7300000,300
US1.IBM,1,20200715,122500,122.8000000,122.8000000,122.7100000,122.7100000,800
US1.IBM,1,20200715,122600,122.7000000,122.7000000,122.7000000,122.7000000,100
US1.IBM,1,20200715,122700,122.7100000,122.7100000,122.5600000,122.5600000,500
US1.IBM,1,20200715,122800,122.6100000,122.6200000,122.6100000,122.6200000,300
US1.IBM,1,20200715,122900,122.7000000,122.7500000,122.7000000,122.7500000,499
US1.IBM,1,20200715,123000,122.7550000,122.7550000,122.7550000,122.7550000,200
US1.IBM,1,20200715,123100,122.6800000,122.6800000,122.6800000,122.6800000,100
US1.IBM,1,20200715,123200,122.7000000,122.7000000,122.7000000,122.7000000,100
US1.IBM,1,20200715,123300,122.6000000,122.6200000,122.6000000,122.6200000,200
US1.IBM,1,20200715,123400,122.6500000,122.6600000,122.5100000,122.5200000,500
US1.IBM,1,20200715,123500,122.5700000,122.6600000,122.5700000,122.6600000,400
US1.IBM,1,20200715,123600,122.6200000,122.6200000,122.5900000,122.5900000,438
US1.IBM,1,20200715,123700,122.7100000,122.7100000,122.7100000,122.7100000,100
US1.IBM,1,20200715,123800,122.6700000,122.6700000,122.5300000,122.5400000,492
US1.IBM,1,20200715,123900,122.5450000,122.5450000,122.5400000,122.5400000,200
US1.IBM,1,20200715,124000,122.4200000,122.4200000,122.4100000,122.4100000,200
US1.IBM,1,20200715,124200,122.3500000,122.4400000,122.3500000,122.4400000,300
US1.IBM,1,20200715,124300,122.4100000,122.4500000,122.4100000,122.4500000,259
US1.IBM,1,20200715,124400,122.4700000,122.4700000,122.4700000,122.4700000,200
US1.IBM,1,20200715,124500,122.4800000,122.5000000,122.4800000,122.5000000,500
US1.IBM,1,20200715,124600,122.4500000,122.4500000,122.4500000,122.4500000,200
US1.IBM,1,20200715,124700,122.4600000,122.5400000,122.4600000,122.5400000,400
US1.IBM,1,20200715,124800,122.6000000,122.6500000,122.5700000,122.6500000,1050
US1.IBM,1,20200715,124900,122.6050000,122.6050000,122.6050000,122.6050000,200
US1.IBM,1,20200715,125000,122.5700000,122.5900000,122.5700000,122.5900000,200
US1.IBM,1,20200715,125300,122.5400000,122.5500000,122.5400000,122.5500000,300
US1.IBM,1,20200715,125400,122.5950000,122.5950000,122.5950000,122.5950000,100
US1.IBM,1,20200715,125700,122.6000000,122.6100000,122.6000000,122.6100000,200
US1.IBM,1,20200715,125800,122.5700000,122.5800000,122.5700000,122.5800000,300
US1.IBM,1,20200715,125900,122.5600000,122.5600000,122.5300000,122.5300000,200
US1.IBM,1,20200715,130000,122.5400000,122.5400000,122.5400000,122.5400000,100
US1.IBM,1,20200715,130100,122.6300000,122.6300000,122.6300000,122.6300000,200
US1.IBM,1,20200715,130200,122.6500000,122.6600000,122.6500000,122.6600000,300
US1.IBM,1,20200715,130300,122.6200000,122.6200000,122.6200000,122.6200000,200
US1.IBM,1,20200715,130400,122.5700000,122.5800000,122.5600000,122.5800000,400
US1.IBM,1,20200715,130500,122.6500000,122.7300000,122.6500000,122.7300000,300
US1.IBM,1,20200715,130600,122.6700000,122.6800000,122.6700000,122.6800000,200
US1.IBM,1,20200715,130700,122.7400000,122.7400000,122.6800000,122.6800000,500
US1.IBM,1,20200715,130800,122.6700000,122.6900000,122.6700000,122.6900000,300
US1.IBM,1,20200715,130900,122.6700000,122.6700000,122.6700000,122.6700000,100
US1.IBM,1,20200715,131000,122.8700000,122.8900000,122.8300000,122.8400000,2000
US1.IBM,1,20200715,131100,122.8700000,122.9000000,122.8000000,122.8800000,1200
US1.IBM,1,20200715,131200,122.8000000,122.8100000,122.7900000,122.7900000,500
US1.IBM,1,20200715,131300,122.7400000,122.7700000,122.7400000,122.7400000,500
US1.IBM,1,20200715,131500,122.7300000,122.7300000,122.7200000,122.7200000,200
US1.IBM,1,20200715,131600,122.7200000,122.7400000,122.7200000,122.7400000,500
US1.IBM,1,20200715,131700,122.7200000,122.7200000,122.7200000,122.7200000,100
US1.IBM,1,20200715,131800,122.6700000,122.6750000,122.6300000,122.6300000,334
US1.IBM,1,20200715,131900,122.7300000,122.7300000,122.7300000,122.7300000,100
US1.IBM,1,20200715,132000,122.7900000,122.7900000,122.7500000,122.7500000,539
US1.IBM,1,20200715,132100,122.7900000,122.8100000,122.7900000,122.8000000,300
US1.IBM,1,20200715,132200,122.8000000,122.8500000,122.8000000,122.8500000,300
US1.IBM,1,20200715,132300,122.8400000,122.8500000,122.8200000,122.8200000,400
US1.IBM,1,20200715,132500,122.8700000,122.8700000,122.8400000,122.8400000,570
US1.IBM,1,20200715,132600,122.8200000,122.8400000,122.8000000,122.8000000,700
US1.IBM,1,20200715,132700,122.8000000,122.8000000,122.7500000,122.7900000,900
US1.IBM,1,20200715,132800,122.8300000,122.8300000,122.8300000,122.8300000,100
US1.IBM,1,20200715,132900,122.8300000,122.8300000,122.8300000,122.8300000,100
US1.IBM,1,20200715,133000,122.8000000,122.8000000,122.8000000,122.8000000,100
US1.IBM,1,20200715,133100,122.8600000,122.8600000,122.8600000,122.8600000,100
US1.IBM,1,20200715,133200,122.8500000,122.8500000,122.8300000,122.8500000,600
US1.IBM,1,20200715,133300,122.8700000,122.8900000,122.8700000,122.8900000,400
US1.IBM,1,20200715,133600,122.9000000,122.9000000,122.8500000,122.8800000,600
US1.IBM,1,20200715,133800,122.9300000,122.9900000,122.9300000,122.9900000,1005
US1.IBM,1,20200715,133900,122.9350000,122.9350000,122.9300000,122.9300000,200
US1.IBM,1,20200715,134100,122.9200000,122.9700000,122.9200000,122.9600000,400
US1.IBM,1,20200715,134200,122.9500000,122.9700000,122.9500000,122.9700000,200
US1.IBM,1,20200715,134400,123.0300000,123.0300000,123.0300000,123.0300000,100
US1.IBM,1,20200715,134500,123.0000000,123.0000000,123.0000000,123.0000000,100
US1.IBM,1,20200715,134700,123.0000000,123.0000000,123.0000000,123.0000000,100
US1.IBM,1,20200715,134800,122.9100000,122.9400000,122.9100000,122.9400000,1005
US1.IBM,1,20200715,134900,122.9600000,122.9600000,122.9600000,122.9600000,100
US1.IBM,1,20200715,135000,122.9200000,122.9300000,122.9200000,122.9300000,200
US1.IBM,1,20200715,135100,122.9300000,122.9300000,122.8850000,122.8900000,700
US1.IBM,1,20200715,135200,122.8700000,122.8900000,122.8700000,122.8900000,200
US1.IBM,1,20200715,135300,122.9200000,122.9200000,122.9200000,122.9200000,300
US1.IBM,1,20200715,135400,122.8300000,122.8400000,122.7700000,122.7900000,400
US1.IBM,1,20200715,135500,122.8200000,122.8200000,122.8200000,122.8200000,100
US1.IBM,1,20200715,135600,122.8100000,122.8200000,122.7700000,122.7700000,600
US1.IBM,1,20200715,135700,122.7100000,122.7400000,122.7100000,122.7400000,500
US1.IBM,1,20200715,135800,122.7200000,122.7200000,122.7200000,122.7200000,300
US1.IBM,1,20200715,135900,122.7400000,122.7700000,122.7400000,122.7700000,200
US1.IBM,1,20200715,140000,122.7600000,122.8100000,122.7600000,122.8100000,1267
US1.IBM,1,20200715,140100,122.7400000,122.7400000,122.6800000,122.7000000,2280
US1.IBM,1,20200715,140200,122.7600000,122.9200000,122.7500000,122.9000000,1900
US1.IBM,1,20200715,140300,122.9400000,123.0050000,122.9400000,123.0050000,596
US1.IBM,1,20200715,140400,123.0550000,123.0550000,123.0000000,123.0000000,400
US1.IBM,1,20200715,140500,122.9700000,123.0000000,122.9300000,122.9500000,800
